stop_id,stop_name,stop_lat,stop_lon,stop_IBNR
24737,Czyżew,52.79971278558,22.34214662433,28
36707,Nasielsk,52.57283001138,20.76804374603,131
14704,Wałcz,53.27510473715,16.48431759469,8423
84160,Łupków,49.24722949438,22.05922119511,3165
39875,Mrozy,52.16419810829,21.80148861111,1293
1008,Świnoujście,53.9046508057,14.26659541863,217
84400,Przemyśl Główny,49.78371640149,22.77800023019,162
66589,Zwierzyniec,50.60920539748,22.98429796271,2307
79905,Kraków Płaszów,50.03446370099,19.97543319497,86
75903,Pszczyna,49.97503751058,18.95342229724,165
30122,Słupca,52.28741036413,17.85207509458,7457
58271,Oława,50.9309804404,17.29699599133,6314
54403,Jaworzyna Śląska,50.91252237851,16.42891994556,61
16188,Chodzież,52.99419951966,16.90957992122,17
76901,Goleszów,49.74686280831,18.74919354379,
48959,Opoczno Południe,51.35914690831,20.23239611506,
43406,Kościan,52.07932767218,16.64246164153,82
53280,Lubin,51.3961934329,16.19368671298,279
42606,Leszno,51.84647952492,16.56557230111,100
15354,Złotów,53.35922537361,17.05310625693,8456
49205,Ostrowiec Świętokrzyski,50.93359476679,21.37783609799,143
58784,Oborniki Śląskie,51.29940096999,16.90740536845,6305
44420,Żmigród,51.47485191109,16.90180355369,6557
75309,Zawiercie,50.48108578986,19.42316494732,258
83501,Krosno,49.69362843372,21.74929051956,87
65243,Zaklików,50.76843285504,22.10793206546,2300
179212,Frankfurt (Oder),52.33643454168,14.54657617299,9404
59576,Oleśnica Rataje,51.21584759927,17.36443823223,6311
56606,Nysa,50.47777011314,17.34184774757,136
65144,Rudnik nad Sanem,50.43587286757,22.24895093019,2203
6304,Wejherowo,54.60582937299,18.22962210729,234
4135,Ustronie Morskie,54.20030545011,15.74765922422,283
45617,Wieruszów Miasto,51.29912719792,18.16577552676,7533
9209,Olsztyn Główny,53.78558384702,20.49670073688,140
264954,Łódź Retkinia,51.74034966243,19.40656944841,6564
24638,Szepietowo,52.87006765067,22.54107530054,208
14308,Strzelce Krajeńskie Wschód,52.83680698734,15.58457212689,8365
56523,Bardo Śląskie,50.50484068595,16.73409309296,6022
19703,Toruń Główny,53.00028543145,18.61523577175,226
56184,Szklarska Poręba Górna,50.83266886434,15.51872596693,209
34603,Sochaczew,52.21517565534,20.23901892527,701
80416,Kraków Główny,50.06861309734,19.94780299902,85
24687,Jabłoń Kościelna,52.90827493384,22.65024575459,1163
14043,Witnica,52.66737323074,14.89613557767,8440
3004,Szczecinek,53.69353652129,16.70497103387,206
3905,Białogard,54.00994582961,15.97770929606,4
83758,Zagórz,49.51343861102,22.26428609352,252
25809,Rzepin,52.34992601511,14.81489734115,177
5900,Gdynia Główna,54.52128410189,18.52806359468,41
3632,Świdwin,53.78111392914,15.77274066944,8398
18838,Inowrocław Rąbinek,52.76926334759,18.24369370401,5230
260653,Gorzów Wielkopolski Wschodni,52.7318397516,15.24941829696,8122
82669,Rzeszów Główny,50.04307416499,22.00594817934,178
46649,Łask,51.60372042378,19.11212892399,1248
67462,Głogówek,50.34760123367,17.87576932675,6117
50906,Chełm,51.14124000061,23.49326282389,16
29405,Choszczno,53.16524892098,15.40335939926,19
1404,Goleniów,53.55909731774,14.83954776098,506
80986,Tuchów,49.8920200831,21.05657293692,3309
68882,Kuźnia Raciborska,50.20079191749,18.29856663931,4191
56903,Prudnik,50.32914061399,17.57744390754,161
24893,Dąbrowa Białostocka,53.64823698271,23.36495438078,1102
15602,Chojnice,53.68889583547,17.57791578233,18
45476,Ostrzeszów,51.4296015581,17.94054666434,7338
14514,Wyrzysk Osiek,53.11906715956,17.29337381655,8447
63552,Kielce,50.87428713415,20.61797141743,73
12807,Suwałki,54.10586069177,22.94531372953,197
46581,Pabianice,51.66080053969,19.32482150618,148
38885,Otwock,52.10961288372,21.26300835582,147
48033,Skarżysko Kościelne,51.12214962411,20.91765162426,2215
28803,Szamotuły,52.60299231987,16.58629667021,199
83535,Krosno Miasto,49.6826876126,21.77269317516,3140
54205,Rokitki,51.33566591902,15.89315055728,6389
49809,Dęblin,51.57813499126,21.83432672884,32
254539,Izbica,50.89063190852,23.15544673968,5231
32706,Sierpc,52.84789825922,19.65378252646,184
19489,Sieradz,51.59775671857,18.71469214251,183
51946,Pieńsk,51.24537151725,15.04706640608,6343
10603,Szczytno,53.56020424599,20.99707764687,207
84087,Szczawne Kulaszne,49.40717687192,22.14305085794,3297
24695,Szymbory,52.89250771786,22.6050426491,1457
179193,Jahodyn,51.1982115567,23.89584302366,
66407,Biłgoraj,50.55142585764,22.73176430583,2029
26104,Zbąszynek,52.24319855199,15.81866168851,259
26500,Skwierzyna,52.59049577374,15.49964522587,519
50609,Lubartów,51.44553685262,22.60821456346,2132
64451,Jędrzejów,50.64475357679,20.27593224281,2096
9456,Olsztynek,53.58481033064,20.29516784826,5440
8904,Czersk,53.80072566028,17.97056937855,5104
8409,Pelplin,53.9272631663,18.70796312623,5468
19844,Solec Kujawski,53.07834855349,18.22523224971,5576
68205,Rybnik,50.08906167788,18.54784547746,175
5942,Sopot,54.43995694985,18.56235946849,190
47704,Piotrków Trybunalski,51.41082312766,19.68475819874,153
75424,Myszków,50.57438314385,19.32880281866,4228
178902,Nowy Łupków,49.25228349894,22.08288139505,3198
9233,Olsztyn Zachodni,53.77834031204,20.46785566044,5442
50484,Świdnik Miasto,51.22379900765,22.69500085715,214
30809,Gniezno,52.52968955788,17.60357013519,45
16402,Jastrowie,53.40813914877,16.79827740168,8145
83022,Łańcut,50.08174555422,22.22795258547,107
65029,Stalowa Wola Centrum,50.57066449887,22.05472239413,2227
273,Szczecin Główny,53.41848158335,14.54975301866,201
47829,Gorzkowice,51.21824108365,19.60311984414,1136
46458,Łódź Fabryczna,51.76956162252,19.46956420169,112
76992,Wisła Uzdrowisko,49.65836722274,18.85485112131,
39206,Pilawa,51.95562237451,21.53356362698,150
46706,Łódź Kaliska,51.75786647986,19.42983100106,113
28100,Świebodzin,52.24530528201,15.54018141065,215
20743,Wąbrzeźno,53.26501488054,18.98184118506,5672
60335,Wołów,51.33371086352,16.63311674999,247
26161,Babimost,52.16850193898,15.81518693923,7022
5108,Sławno,54.3556494354,16.66879392961,187
59048,Środa Śląska,51.18943385646,16.60660206735,6459
41277,Małomice,51.5496823915,15.4469895364,7273
82974,Kolbuszowa,50.24608371071,21.78448994467,3118
7302,Pruszcz Gdański,54.25745421232,18.64679795947,515
40808,Biała Podlaska,52.02033370388,23.1305732068,3
33100,Konin,52.23132169834,18.25252889514,79
262848,Lublin Zachodni,51.21886871976,22.50866684061,295
19794,Toruń Miasto,53.01255851114,18.61958619091,5650
24166,Podlasek,53.55790339299,22.53482581267,1356
38307,Małkinia,52.69415895659,22.03357172883,119
48231,Suchedniów,51.04627759458,20.84977392972,2245
47886,Radomsko,51.07473698255,19.43759879597,170
16717,Bydgoszcz Wschód,53.12792718815,18.08195121957,501
67066,Zdzieszowice,50.42184403002,18.12642853642,4395
8151,Elbląg,54.15089738607,19.41618997433,37
14407,Piła Główna,53.14309783834,16.74507578666,151
179301,Mostiska II,49.81673815357,23.03380250394,
73502,Mysłowice,50.23809360671,19.14153662356,4222
13003,Kostrzyn,52.5914545933,14.64698057926,80
51805,Węgliniec,51.29011852119,15.22298410229,235
83923,Uherce,49.46535945234,22.39985167444,3312
32540,Ozorków,51.97250907933,19.26593183935,1333
46805,Zgierz,51.84930968801,19.42559837759,702
29603,Oborniki Wielkopolskie,52.65766909515,16.8297475029,7320
59691,Twardogóra,51.36031625873,17.46855667725,6482
41285,Leszno Górne,51.46679466929,15.61650751948,7241
36939,Ciechanów,52.88339915431,20.59131914352,20
60269,Brzeg Dolny,51.26671570629,16.7255035535,12
34868,Warszawa Zachodnia (Peron 9),52.22223604539,20.96142072884,404
25403,Hajnówka,52.73242303431,23.58373045385,423
20503,Grudziądz,53.48202833459,18.760921647,48
44008,Krotoszyn,51.70152870299,17.42615102649,88
24653,Zdrody Nowe,52.9544036425,22.78320831853,1551
179221,Petrovice u Karviné,49.89406074761,18.55008243442,
41202,Żagań,51.60411323724,15.31502653134,269
7872,Malbork,54.03621384954,19.04257891417,117
15529,Lipka Krajeńska,53.49734059016,17.25740911939,8201
60103,Wrocław Główny,51.09805619991,17.03685973882,248
8961,Czarna Woda,53.85128125876,18.10877386083,5098
56713,Paczków,50.47840993325,17.01118203309,6330
4101,Kołobrzeg,54.18220163355,15.57077765709,78
7534,Gdańsk Wrzeszcz,54.381951326,18.60508491696,5162
73908,Jaworzno Szczakowa,50.2463654005,19.29713104255,60
54551,Wałbrzych Miasto,50.786359535,16.28527885302,6487
3467,Runowo Pomorskie,53.55566783884,15.52945065248,174
38653,Warszawa Wschodnia,52.25143798823,21.05225084066,244
21501,Aleksandrów Kujawski,52.87577962272,18.69652461131,5021
76109,Bielsko-Biała Główna,49.83001185919,19.04538261071,7
51177,Krasnystaw Miasto,50.98511134643,23.18297937705,2120
44701,Jarocin,51.9691396654,17.49470003554,56
51508,Kraśnik,50.92946229381,22.2834988062,2121
27912,Nowogród Osiedle,51.79507580889,15.22561513359,7315
24802,Sokółka,53.40325782489,23.50737489028,189
47001,Skierniewice,51.96730420328,20.15043398413,186
53009,Legnica,51.21400115827,16.16883872867,99
16139,Rogoźno Wielkopolskie,52.75438614339,16.97174572074,517
1107,Szczecin Dąbie,53.39123361294,14.66926219396,200
73312,Katowice,50.25761103501,19.01740878365,71
75507,Zebrzydowice,49.87018235758,18.62380026698,262
83394,Jedlicze,49.71895301381,21.64829513859,3098
73478,Sosnowiec Południowy,50.26988844279,19.12518348557,4315
39743,Niemojki,52.25866465828,22.70130330423,1299
84129,Komańcza,49.33881752699,22.07240673019,3119
24596,Niewodnica,53.0822061838,23.04483340809,1301
48504,Warka,51.79312701868,21.16958188228,2275
62109,Brzeg,50.85283242929,17.47135932797,11
30007,Września,52.32755673486,17.55531548381,250
33506,Warszawa Zachodnia,52.21995562238,20.96576919014,404
81208,Dębica,50.05405500371,21.40445496407,31
62653,Częstochowa,50.80863803089,19.12097955749,26
36509,Legionowo,52.40140810951,20.94165234261,428
45906,Ostrów Wielkopolski,51.6496675147,17.80517738591,145
8474,Smętowo,53.74783147334,18.68602577636,520
74658,Sosnowiec Główny,50.27889039075,19.12631094158,191
33571,Warszawa Śródmieście,52.22938671429,21.00759854233,1502
33563,Warszawa Służewiec,52.18086526898,20.98701819241,1500
45401,Kępno,51.29197634618,18.00140641668,903
40949,Chotyłów,51.99684579892,23.3558781676,1076
65003,Stalowa Wola Rozwadów,50.59132724573,22.04195261785,193
83246,Nowa Sarzyna,50.32065517764,22.34788645327,3195
7500,Gdańsk Główny,54.35643747799,18.64413141132,40
61341,Byczyna Kluczborska,51.11371109591,18.1998799207,6067
10900,Morąg,53.9190426325,19.92265326678,127
44305,Rawicz,51.60877741913,16.83979934136,171
42200,Głogów,51.66967512769,16.07957260999,44
25387,Siemiatycze,52.39102692267,22.9450162209,1411
26708,Międzyrzecz,52.44527366544,15.59291895114,7286
21600,Włocławek,52.65299481041,19.05898571719,245
57307,Kłodzko Główne,50.45087250511,16.657161841,75
3509,Łobez,53.63665778088,15.62768048243,8215
17202,Laskowice Pomorskie,53.49127459736,18.45632827308,97
29215,Nowe Drezdenko,52.85381062199,15.83407429203,8253
83105,Przeworsk,50.06725141172,22.50268644933,163
19190,Piotrków Kujawski,52.53779355906,18.51947306514,5481
19174,Babiak,52.35331125446,18.67035268664,5023
50500,Lublin Główny,51.23135643241,22.56920429158,103
69062,Mikołów,50.17296090944,18.89941065431,4217
258468,Zamość Wschód,50.72251787642,23.27600378741,276
61903,Gogolin,50.49288100669,18.01886108457,6129
66050,Zawada,50.71603303507,23.12532976323,257
70201,Pyskowice,50.38401739141,18.61866437566,716
24539,Łapy,52.99023412489,22.88397113609,108
22202,Nidzica,53.35711425351,20.41398876596,418
5256,Lębork,54.53362086617,17.75043008566,101
7112,Tczew,54.09745621809,18.78960368872,221
81265,Sędziszów Małopolski,50.07552395105,21.69121041341,3266
40998,Terespol,52.07398543681,23.60112306555,222
13904,Gorzów Wielkopolski,52.72757815828,15.22857283768,46
50807,Rejowiec,51.11755257754,23.23950290941,173
45682,Wieluń,51.22344251522,18.5826561733,237
51847,Zgorzelec,51.14018025005,15.00259207693,264
4705,Słupsk,54.46771196624,17.01648113966,188
81703,Gorlice Zagórzany,49.69416026267,21.19548618257,3079
39404,Siedlce,52.16181364664,22.27167427003,182
32524,Łęczyca,52.04922785545,19.19323861063,1254
56424,Ziębice,50.60848803375,17.03393188032,6550
66449,Tereszpol Biłgorajski,50.57453645358,22.88550852656,2266
61705,Strzelce Opolskie,50.51671187049,18.3065966348,718
37507,Tłuszcz,52.4311589486,21.43562146165,224
15008,Kalisz Pomorski,53.27774129392,15.88089584789,66
39909,Łuków,51.9410027565,22.39151672618,115
77057,Ustroń Polana,49.69672804322,18.83002727956,
851,Gryfino,53.25433443787,14.49291904509,507
81786,Biecz,49.73277370969,21.26360892177,3035
46409,Łódź Widzew,51.76321082812,19.54318695347,114
29645,Oborniki Wielkopolskie Miasto,52.64561481549,16.8202492644,7321
233222,Siedlce Zachodnie,52.17351388703,22.2355422324,202
55103,Wałbrzych Główny,50.74332995856,16.28095583203,241
13417,Mieszkowice,52.78178232146,14.4859102865,8230
12872,Trakiszki,54.23942758887,23.20794756812,415
61200,Kluczbork,50.97085253899,18.20118218095,74
50948,Chełm Miasto,51.13799468398,23.45814500337,2045
39008,Mińsk Mazowiecki,52.17586935636,21.55245601594,429
13334,Chojna,52.96358798355,14.44419154429,8064
74633,Będzin Miasto,50.31923030177,19.13555224872,4031
28969,Wronki,52.7051665891,16.38586900418,249
60608,Opole Główne,50.66154613649,17.92793674231,141
48009,Skarżysko Kamienna,51.11591040278,20.88136602447,185
15537,Krajenka,53.28905096242,16.99163627891,8184
10983,Małdyty,53.9212250891,19.73545069663,118
69203,Żory,50.05308148321,18.70202421069,719
56762,Tułowice,50.59816092818,17.64937427176,6477
83220,Leżajsk,50.2631651672,22.42036043068,3152
76000,Czechowice-Dziedzice,49.91535743587,19.00664805293,23
34165,Grodzisk Mazowiecki,52.11021993141,20.62252647354,1149
80630,Tarnów,50.00531942647,20.97452997647,220
24562,Baciuty,53.04686321417,22.98318241141,1027
32904,Łowicz Główny,52.10521690787,19.95498597086,110
83600,Sanok,49.55275654138,22.21155719156,180
14761,Tuczno Krajeńskie,53.21895710594,16.17519857003,8414
83410,Jasło,49.73760818105,21.47056255334,58
36459,Nowy Dwór Mazowiecki,52.42529479678,20.72381501454,1309
20719,Kowalewo Pomorskie,53.16390015664,18.86912122812,509
26146,Zbąszyń,52.25945349529,15.89568303348,7559
8607,Starogard Gdański,53.97727723921,18.52621946272,5588
57463,Kłodzko Miasto,50.43543140434,16.65855831741,6191
39974,Radzyń Podlaski,51.82712515124,22.66861437678,1385
77503,Trzebinia,50.15412725631,19.45263331513,228
44842,Pleszew,51.89250513527,17.73247445481,155
78907,Nowy Targ,49.47311287611,20.01558943355,135
24042,Białystok Starosielce,53.12133576085,23.08656280864,1047
56408,Kamieniec Ząbkowicki,50.53616772711,16.89894453563,67
54908,Dzierżoniów Śląski,50.72441634844,16.64071171403,36
79467,Miechów,50.35364233862,20.01075667005,3173
4952,Ustka,54.57873708694,16.86106249282,232
24430,Bielsk Podlaski,52.7617180417,23.18770672342,8
29181,Dobiegniew,52.96838288147,15.74703357535,8094
83840,Lesko Łukawica,49.50548166344,22.33541964948,3151
69823,Zabrze,50.3053150488,18.78726481318,251
25353,Nurzec,52.46006477662,23.08304835449,1311
41558,Żary,51.63432560927,15.13845108028,270
61572,Ozimek,50.67000478647,18.20859612165,6329
75788,Skoczów,49.79354529741,18.79014014661,
10827,Ruciane Nida,53.64918966836,21.56292929043,435
29223,Wieleń,52.90747049724,16.18013012138,8435
83782,Nowy Zagórz,49.52120253899,22.25917712705,3203
18374,Bydgoszcz Leśna,53.14351512249,18.03218214594,5075
10405,Kętrzyn,54.07262720034,21.38515338756,408
22905,Prabuty,53.75781755726,19.21039490068,160
45245,Kalisz,51.74278329437,18.07118445486,65
12252,Grajewo,53.64989283042,22.44843402862,433
30205,Środa Wielkopolska,52.21817178112,17.27455870753,212
32516,Witonia,52.15693325031,19.27661239564,
51102,Dorohusk,51.17210046763,23.78424703807,706
4408,Koszalin,54.19039460958,16.16960647928,81
2477,Recz Pomorski,53.27062872769,15.56137551513,8306
251575,Małaszewicze Przystanek,52.02702328044,23.53101906754,116
56697,Otmuchów,50.47412628018,17.15278337229,6327
65300,Sandomierz,50.6605739154,21.76532525756,179
14548,Trzcianka,53.03334950777,16.46566994802,8409
66134,Hrubieszów Miasto,50.79696043575,23.90884100854,2083
57554,Kudowa-Zdrój,50.42973323862,16.24423026502,91
34835,Warszawa Młynów,52.23895144989,20.95845,1484
58974,Wrocław Leśnica,51.14200672617,16.86706065059,6513
11809,Ełk,53.82500922001,22.36246191495,38
59808,Strzelin,50.7846554663,17.06033877261,6436
24158,Osowiec,53.47288699902,22.65683136153,1324
82784,Strzyżów nad Wisłokiem,49.8692549642,21.80143001666,3290
33902,Piaseczno,52.06656150582,21.01725960979,430
40832,Międzyrzec Podlaski,51.97602474764,22.7854278251,125
69708,Gliwice,50.3010996285,18.67722702764,43
258467,Zamość Starówka,50.71700579393,23.26270216325,275
53850,Bolesławiec,51.26609729848,15.56960104823,10
39321,Sobolew,51.74134575258,21.673084459,1422
24661,Racibory,52.92902337041,22.70994250793,1380
30601,Poznań Główny,52.40162558145,16.91158327395,159
42127,Bytom Odrzański,51.72626162843,15.82206209382,7069
32201,Kutno,52.22701929483,19.34870615211,94
67900,Chałupki,49.9256534476,18.31153213441,278
64808,Włoszczowa,50.83775009492,20.01541304641,2285
18408,Bydgoszcz Główna,53.13528294461,17.99163586184,14
83261,Jarosław,50.01072068252,22.67726720859,57
33472,Warszawa Główna,52.22514314412,20.98546389815,1477
46565,Łódź Chojny,51.72641334627,19.48432155992,111
74583,Dąbrowa Górnicza,50.33027882754,19.18522905484,30
47605,Tomaszów Mazowiecki,51.54681097307,20.03376730833,225
22442,Działdowo,53.23894199774,20.1672217791,402
71555,Olesno Śląskie,50.88215511747,18.42471599042,137
65904,Zamość,50.71354997323,23.239233,254
59105,Wrocław Nadodrze,51.1256883954,17.0334276238,6516
32607,Płock,52.55274238269,19.71269974603,156
6098,Rumia,54.56902057926,18.38674911037,5538
28472,Swarzędz,52.40418947752,17.0736819452,521
50104,Nałęczów,51.31807269238,22.21296795595,130
79806,Brzesko Okocim,49.98672857214,20.60975255869,3043
71407,Lubliniec,50.67289146587,18.69052512305,104
54817,Świdnica Miasto,50.84112363519,16.48150919795,213
76968,Ustroń Zdrój,49.72061232694,18.81663500726,
58651,Wrocław Mikołajów,51.11642853085,16.99842626911,6514
60400,Ścinawa,51.4091782138,16.42173497635,210
22004,Ostróda,53.69967504512,19.95142715682,144
57703,Ząbkowice Śląskie,50.59734287465,16.81274055362,6543
33191,Koło,52.21111740584,18.63211511493,77
83725,Zarszyn,49.58419402356,22.01948210584,3348
57497,Polanica Zdrój,50.39763084631,16.51362060428,157
84095,Rzepedź,49.3717712909,22.11202687154,3258
81067,Bogoniowice Ciężkowice,49.79826770216,20.97655155797,3039
12963,Augustów,53.85269715953,23.02612300308,1
23101,Kwidzyn,53.73096712328,18.93361571347,5321
18705,Inowrocław,52.80497139096,18.24377584874,54
68403,Wodzisław Śląski,50.00788382162,18.47625731349,4373
37911,Łochów,52.53397373547,21.68755579762,1255
47258,Koluszki,51.74339815459,19.81837887943,76
262835,Stalowa Wola Charzewice,50.60310063115,22.02512561738,
66084,Szczebrzeszyn,50.67056163974,22.97254160681,2253
29108,Krzyż,52.8772801966,16.01801163281,90
84301,Radymno,49.93949300812,22.8290715277,3245
54528,Świebodzice,50.86019406371,16.33289737096,6462
24570,Trypucie,53.07123675177,23.02576706505,1464
8979,Łąg,53.83092531709,18.06266191197,5360
24646,Łapy Osse,52.97418477007,22.84038472409,1247
21204,Brodnica,53.26365677302,19.40584122598,5052
37226,Mława,53.12646126612,20.35064938756,422
57521,Duszniki-Zdrój,50.40912607558,16.38563095987,35
11155,Żabi Róg,53.876204023,20.01797652531,5734
19901,Toruń Wschodni,53.02627374254,18.63324836377,227
48736,Pionki Zachodnie,51.47189826741,21.44120349934,152
46789,Łódź Żabiniec,51.79352425398,19.40702408284,1262
62802,Częstochowa Stradom,50.7972075927,19.10762895397,4085
21428,Rypin,53.06863231073,19.42769586772,5550
50021,Puławy Miasto,51.42721669507,21.98475355656,166
16162,Budzyń,52.89431083336,16.96602210038,7062
50666,Trawniki,51.13598108505,22.99342727878,2268
65466,Tarnobrzeg,50.56800523269,21.69629665688,2263
55806,Jelenia Góra,50.90260149015,15.7559269735,63
32359,Gostynin,52.43336054116,19.4761607877,1137
79020,Zakopane,49.30075799047,19.96301588666,253
55632,Sędzisław,50.81340553575,16.06981221998,6402
67009,Kędzierzyn Koźle,50.34505220673,18.20473906867,72
42002,Nowa Sól,51.79912167571,15.70874382983,133
48181,Starachowice Wschodnie,51.04173127118,21.07907576336,2230
65532,Nowa Dęba,50.41544555368,21.7398056001,2167
